Date,Democrats,Independents,Republicans
JAN 2023,47.96106050644111,47.66486810466873,66.35091284090777
APR 2023,44.24209823581804,44.5978864381178,62.49104757435477
MAY 2023,43.4590043572631,44.71911827666475,59.23724922528041
JUN 2023,48.7606027100717,50.72766056926466,61.58701437711142
SEP 2023,53.44060501560885,54.21288952835486,65.91592569313876
JAN 2024,59.99837246576624,55.18443756080136,71.61886672641413
NOV 2024,67.88952113148555,55.65533394836657,64.42489818283967
MAY 2025,61.96063095525255,42.60043689417724,46.0833458693236
SEP 2025,67.791662172141,55.22619636314504,56.02073725858235
