Date,Non-Metropolitan Area,Metropolitan Area
JAN 2023,58.29897539501351,53.09685603538497
APR 2023,56.37619464514548,49.91667601746759
MAY 2023,51.39521238109539,49.12256797967693
JUN 2023,59.8269515439496,52.6110981705236
SEP 2023,62.67951124382593,57.64357234162607
JAN 2024,66.20730096774467,62.54849493981743
NOV 2024,67.57739860087258,64.42323941412627
MAY 2025,46.49922734787874,53.28430807044133
SEP 2025,57.80946930253968,61.84832606606479
