Date,Non-Metropolitan Area,Metropolitan Area
SEP 2022,10.34195100704985,13.67983440505181
JAN 2023,13.04561464443277,11.9976771296568
APR 2023,13.2047129390696,13.6726695275896
MAY 2023,15.63671493270477,13.97171879476918
JUN 2023,15.1270527032966,18.86876650269458
