Date,Non-Metropolitan Area,Metropolitan Area
JAN 2023,6.849217703199371,6.736151158366716
APR 2023,6.957396687728064,5.946254980143852
MAY 2023,8.530944951016775,6.469335296663933
JUN 2023,9.439567115104234,8.35018912213032
SEP 2023,4.633139930281271,5.492086925069919
JAN 2024,9.996329810930737,7.451973425864619
MAY 2025,11.39416109036254,6.760295119126337
