Date,White,Black,Hispanic
MAY 2025,18.26088558988243,41.59266850141652,19.46048284049756
SEP 2025,12.80944774705189,26.77042516243192,21.64730416898601
JAN 2026,17.79794423694648,33.83319321028326,23.71641435254216
