Date,18 to 29,30 to 44,45 to 59,60 Plus
SEP 2022,23.25965719853734,8.145496108846348,3.453200778387372,3.229569773311666
JAN 2023,19.28425124114774,9.297935272301958,4.719110417904601,1.864735572484631
APR 2023,21.40097636136278,9.56112970045117,2.354633012445527,3.717230639175361
MAY 2023,18.21536704799544,9.07434778930366,5.112349677091578,6.156970958138875
JUN 2023,23.7543206683797,14.6061443541911,7.198513250412502,6.301583193714742
SEP 2023,21.85843887587077,13.06871740153603,5.297651571646448,4.695399539744385
JAN 2024,13.89322518389707,11.03160868494081,7.068021743370767,5.883240012347656
JUN 2024,21.78428434122255,11.01763124882747,6.406426811235424,6.116314949233245
NOV 2024,13.79723255871076,8.897804291727326,4.411766701680878,2.733294646921946
MAY 2025,22.03570080053678,16.97411426640197,12.4223970138588,10.27047418873198
SEP 2025,19.84575426795915,12.53074100397473,5.154474322075616,6.379413084739196
