Date,No 4-year Degree,Has 4-year Degree
SEP 2022,14.19002475072762,11.6015197640087
JAN 2023,12.84930269014696,10.8581083617693
APR 2023,15.21921983402905,10.59004314274813
MAY 2023,16.47354621136187,10.16885073946009
JUN 2023,19.64592612896493,16.03295807043777
