Date,18 to 29,30 to 44,45 to 59,60 Plus
SEP 2022,10.63136050231497,6.767486802804759,8.923802414325198,7.877439146935432
APR 2023,7.317159598361843,6.814400238337286,7.112214076536984,7.562552945099811
MAY 2023,11.83402328831161,7.548983294080086,6.534171736127105,8.671426355021449
JUN 2023,11.76399100109103,8.495371599648148,8.341016381687085,8.768387073873907
