Date,Non-Metropolitan Area,Metropolitan Area
SEP 2022,9.046239630088023,8.257615482456657
APR 2023,10.19761523518996,6.752082091167531
MAY 2023,9.301004915574067,8.376263521669111
JUN 2023,9.353204583797321,9.149977020740815
