Date,White,Black,Hispanic
MAY 2025,16.74571550570261,11.72177191400195,9.247056157650409
SEP 2025,18.73339354059053,13.67686602003789,8.836102594824064
JAN 2026,20.8844228062077,10.09574607585156,13.93675022492895
